Date;bitcoin;ethereum;ripple;eos;litecoin;bitcoin-cash;binance-coin;stellar;tether;cardano;tron;bitcoin-sv;monero;iota;dash;maker;ontology;neo;ethereum-classic;tezos;nem;zcash;vechain;basic-attention-token;waves;usd-coin;dogecoin;omisego;qtum;crypto-com-chain;bitcoin-gold;ravencoin;trueusd;lisk;decred;chainlink;0x;zilliqa;augur;maximine-coin;bitshares;icon;holo;digibyte;bytecoin-bcn;steem;nano;bittorrent;bitcoin-diamond;enjin-coin;paxos-standard-token;huobi-token;aeternity;kucoin-shares;komodo;verge;bytom;siacoin;pundi-x;iostoken;theta;stratis;aurora;abbc-coin;dai;golem-network-tokens;status;ardor;populous;project-pai;insight-chain;ark;mixin;repo;gxchain;factom;cryptonex;revain;gemini-dollar;hypercash;digitex-futures;maidsafecoin;decentraland;wax;waykichain;crypto-com;electroneum;waltonchain;loom-network;pivx;zcoin;qash;loopring;thorecoin;aelf;nuls;qubitica;power-ledger;aion;moac;blocknet;ion;crown;diamond;sibcoin;monetaryunit;bitsend;neoscoin;transfercoin;korecoin;exclusivecoin;hexx;bulwark
"	2015-03-03 ";281.7;;0.010593;;1.96;;;0.002863;1.21;;;;0.415078;;3.47;;;;;;;;;;;;0.000144;;;;;;;;;;;;;;0.010326;;;0.000135;0.00001;;;;;;;;;;;0.000017;;;;;;;;;;;;;;;;;;;;;;;;;;0.031568;;;;;;;;;;;;;;;;;;;0.039507;;0.003737;0.148805;;0.000056;0.000254;0.005259;;0.020972;0.004769;;
"	2015-03-04 ";273.09;;0.010032;;1.93;;;0.002888;0.606502;;;;0.413151;;3.5;;;;;;;;;;;;0.000143;;;;;;;;;;;;;;0.009952;;;0.000137;0.00001;;;;;;;;;;;0.000014;;;;;;;;;;;;;;;;;;;;;;;;;;0.03088;;;;;;;;;;;;;;;;;;;0.045401;;0.005721;0.140666;;0.000059;0.00026;0.005057;;0.022114;0.004535;;
"	2015-03-05 ";276.18;;0.011544;;1.92;;;0.002992;0.606229;;;;0.469626;;3.41;;;;;;;;;;;;0.000141;;;;;;;;;;;;;;0.009934;;;0.000135;0.000011;;;;;;;;;;;0.000011;;;;;;;;;;;;;;;;;;;;;;;;;;0.031381;;;;;;;;;;;;;;;;;;;0.066302;;0.004124;0.142589;;0.000058;0.000276;0.005102;;0.020531;0.003587;;
"	2015-03-06 ";272.72;;0.010856;;1.9;;;0.002952;1;;;;0.486039;;3.33;;;;;;;;;;;;0.000142;;;;;;;;;;;;;;0.010128;;;0.000143;0.000011;;;;;;;;;;;0.000015;;;;;;;;;;;;;;;;;;;;;;;;;;0.02726;;;;;;;;;;;;;;;;;;;0.065491;;0.004171;0.15552;;0.000054;0.000282;0.004898;;0.017795;0.002251;;
"	2015-03-07 ";276.26;;0.010535;;1.91;;;0.002947;1;;;;0.457321;;3.43;;;;;;;;;;;;0.000141;;;;;;;;;;;;;;0.010016;;;0.00014;0.00001;;;;;;;;;;;0.000014;;;;;;;;;;;;;;;;;;;;;;;;;;0.027921;;;;;;;;;;;;;;;;;;;0.059821;;0.004165;0.160051;;0.00003;0.000273;0.005175;;0.01778;0.002048;;
"	2015-03-08 ";274.35;;0.009961;;1.89;;;0.002958;1;;;;0.484062;;3.39;;;;;;;;;;;;0.00014;;;;;;;;;;;;;;0.009326;;;0.000157;0.000011;;;;;;;;;;;0.000013;;;;;;;;;;;;;;;;;;;;;;;;;;0.022807;;;;;;;;;;;;;;;;;;;0.058386;;0.004349;0.14746;;0.000051;0.000276;0.005198;;0.022228;0.002699;;
"	2015-03-09 ";289.61;;0.010643;;1.94;;;0.002912;1;;;;0.63489;;3.54;;;;;;;;;;;;0.000144;;;;;;;;;;;;;;0.010106;;;0.00018;0.000011;;;;;;;;;;;0.000014;;;;;;;;;;;;;;;;;;;;;;;;;;0.025666;;;;;;;;;;;;;;;;;;;0.05502;;0.004199;0.15553;;0.000034;0.000273;0.00488;;0.018342;0.002745;;
"	2015-03-10 ";291.76;;0.010086;;2.01;;;0.002935;1;;;;0.791843;;3.03;;;;;;;;;;;;0.000139;;;;;;;;;;;;;;0.009266;;;0.000185;0.000012;;;;;;;;;;;0.000014;;;;;;;;;;;;;;;;;;;;;;;;;;0.027581;;;;;;;;;;;;;;;;;;;0.060631;;0.003509;0.150609;;0.000055;0.000276;0.004532;;0.018375;0.002702;;
"	2015-03-11 ";296.38;;0.010229;;2.03;;;0.00293;1;;;;0.715782;;3.13;;;;;;;;;;;;0.000145;;;;;;;;;;;;;;0.009439;;;0.000199;0.000012;;;;;;;;;;;0.000014;;;;;;;;;;;;;;;;;;;;;;;;;;0.029502;;;;;;;;;;;;;;;;;;;0.05433;;0.003279;0.144774;;0.000133;0.000374;0.004072;;0.030445;0.002639;;
"	2015-03-12 ";294.35;;0.010359;;2.04;;;0.0031;1;;;;0.684608;;3.07;;;;;;;;;;;;0.000143;;;;;;;;;;;;;;0.009343;;;0.000176;0.000012;;;;;;;;;;;0.000015;;;;;;;;;;;;;;;;;;;;;;;;;;0.02712;;;;;;;;;;;;;;;;;;;0.053115;;0.003474;0.140726;;0.000082;0.000362;0.003862;;0.028613;0.002663;;
"	2015-03-13 ";285.34;;0.010511;;2.01;;;0.002969;1;;;;0.644822;;2.91;;;;;;;;;;;;0.000141;;;;;;;;;;;;;;0.008964;;;0.000197;0.000012;;;;;;;;;;;0.000014;;;;;;;;;;;;;;;;;;;;;;;;;;0.027314;;;;;;;;;;;;;;;;;;;0.051763;;0.003807;0.128059;;0.000086;0.000365;0.004075;;0.031717;0.002473;;
"	2015-03-14 ";281.89;;0.011088;;2;;;0.002968;1;;;;0.676167;;2.93;;;;;;;;;;;;0.000144;;;;;;;;;;;;;;0.008979;;;0.000207;0.000011;;;;;;;;;;;0.000012;;;;;;;;;;;;;;;;;;;;;;;;;;0.025524;;;;;;;;;;;;;;;;;;;0.048297;;0.003127;0.117991;;0.000093;0.000371;0.004547;;0.036217;0.002019;;
"	2015-03-15 ";286.39;;0.010817;;2.02;;;0.003002;1;;;;0.69425;;3.12;;;;;;;;;;;;0.000143;;;;;;;;;;;;;;0.008701;;;0.000205;0.000011;;;;;;;;;;;0.000016;;;;;;;;;;;;;;;;;;;;;;;;;;0.024574;;;;;;;;;;;;;;;;;;;0.04856;;0.003126;0.120246;;0.000106;0.000368;0.004847;;0.031879;0.001661;;
"	2015-03-16 ";290.59;;0.010968;;2.03;;;0.003144;1;;;;0.805943;;3.3;;;;;;;;;;;;0.000145;;;;;;;;;;;;;;0.008606;;;0.000196;0.000012;;;;;;;;;;;0.000013;;;;;;;;;;;;;;;;;;;;;;;;;;0.025547;;;;;;;;;;;;;;;;;;;0.04703;;0.003218;0.118337;;0.000118;0.00036;0.005127;;0.041424;0.001454;;
"	2015-03-17 ";285.51;;0.010929;;1.98;;;0.003;1;;;;0.752221;;3.27;;;;;;;;;;;;0.000144;;;;;;;;;;;;;;0.00858;;;0.000197;0.000012;;;;;;;;;;;0.000014;;;;;;;;;;;;;;;;;;;;;;;;;;0.027092;;;;;;;;;;;;;;;;;;;0.037512;;0.003171;0.10706;;0.0001;0.000353;0.005908;;0.029615;0.002148;;
"	2015-03-18 ";256.3;;0.010575;;1.74;;;0.002666;1;;;;0.638029;;3.09;;;;;;;;;;;;0.000133;;;;;;;;;;;;;;0.008014;;;0.000169;0.000012;;;;;;;;;;;0.000013;;;;;;;;;;;;;;;;;;;;;;;;;;0.024039;;;;;;;;;;;;;;;;;;;0.035414;;0.000786;0.098835;;0.000087;0.000357;0.003153;;0.035233;0.001587;;
"	2015-03-19 ";260.93;;0.01048;;1.76;;;0.002817;1;;;;0.677382;;3.37;;;;;;;;;;;;0.000133;;;;;;;;;;;;;;0.008179;;;0.00017;0.000011;;;;;;;;;;;0.000011;;;;;;;;;;;;;;;;;;;;;;;;;;0.025309;;;;;;;;;;;;;;;;;;;0.032846;;0.000798;0.092204;;0.000091;0.000365;0.004422;;0.03431;0.001265;;
"	2015-03-20 ";261.75;;0.010446;;1.77;;;0.002796;1;;;;0.633158;;3.7;;;;;;;;;;;;0.000133;;;;;;;;;;;;;;0.008096;;;0.000176;0.000011;;;;;;;;;;;0.000011;;;;;;;;;;;;;;;;;;;;;;;;;;0.021502;;;;;;;;;;;;;;;;;;;0.035412;;0.000797;0.12099;;0.000102;0.000357;0.004895;;0.028615;0.001308;;
"	2015-03-21 ";260.02;;0.010182;;1.75;;;0.002991;1;;;;0.743222;;4.63;;;;;;;;;;;;0.000131;;;;;;;;;;;;;;0.007586;;;0.000167;0.000013;;;;;;;;;;;0.00001;;;;;;;;;;;;;;;;;;;;;;;;;;0.022843;;;;;;;;;;;;;;;;;;;0.035914;;0.000793;0.117887;;0.000101;0.000321;0.004409;;0.030135;0.001464;;
"	2015-03-22 ";267.96;;0.010196;;1.8;;;0.003193;1;;;;0.777347;;4.61;;;;;;;;;;;;0.000132;;;;;;;;;;;;;;0.007733;;;0.000172;0.000012;;;;;;;;;;;0.000011;;;;;;;;;;;;;;;;;;;;;;;;;;0.024334;;;;;;;;;;;;;;;;;;;0.038784;;0.00079;0.117835;;0.000109;0.000326;0.004137;;0.019254;0.001376;;
"	2015-03-23 ";266.74;;0.010309;;1.78;;;0.003193;1;;;;0.766353;;4.98;;;;;;;;;;;;0.000137;;;;;;;;;;;;;;0.006849;;;0.000168;0.000013;;;;;;;;;;;0.000011;;;;;;;;;;;;;;;;;;;;;;;;;;0.024632;;;;;;;;;;;;;;;;;;;0.039322;;0.000848;0.117405;;0.000122;0.000327;0.004229;;0.023531;0.001708;;
"	2015-03-24 ";245.6;;0.009757;;1.65;;;0.002943;1;;;;0.711852;;5.07;;;;;;;;;;;;0.000129;;;;;;;;;;;;;;0.006125;;;0.000149;0.000013;;;;;;;;;;;0.000008;;;;;;;;;;;;;;;;;;;;;;;;;;0.023202;;;;;;;;;;;;;;;;;;;0.034066;;0.000849;0.113951;;0.000117;0.000325;0.005023;;0.028171;0.001413;;
"	2015-03-25 ";246.2;;0.009115;;1.67;;;0.002934;1;;;;0.767497;;5.28;;;;;;;;;;;;0.000131;;;;;;;;;;;;;;0.006344;;;0.000139;0.000014;;;;;;;;;;;0.000012;;;;;;;;;;;;;;;;;;;;;;;;;;0.022001;;;;;;;;;;;;;;;;;;;0.036732;;0.00087;0.1166;;0.000127;0.000335;0.005145;;0.020046;0.001398;;
"	2015-03-26 ";248.53;;0.008764;;1.7;;;0.00294;1;;;;0.746328;;4.99;;;;;;;;;;;;0.000132;;;;;;;;;;;;;;0.006586;;;0.000156;0.000013;;;;;;;;;;;0.000012;;;;;;;;;;;;;;;;;;;;;;;;;;0.022493;;;;;;;;;;;;;;;;;;;0.035387;;0.000921;0.11062;;0.000136;0.000333;0.005112;;0.021023;0.001285;;
"	2015-03-27 ";247.03;;0.008895;;1.69;;;0.003078;1;;;;0.777714;;4.76;;;;;;;;;;;;0.000129;;;;;;;;;;;;;;0.006496;;;0.000147;0.000013;;;;;;;;;;;0.000012;;;;;;;;;;;;;;;;;;;;;;;;;;0.021775;;;;;;;;;;;;;;;;;;;0.035945;;0.000059;0.113535;;0.000148;0.000306;0.005321;;0.014763;0.00133;;
"	2015-03-28 ";252.8;;0.008851;;1.7;;;0.002958;1;;;;0.795417;;5.04;;;;;;;;;;;;0.000131;;;;;;;;;;;;;;0.006787;;;0.000151;0.000012;;;;;;;;;;;0.000014;;;;;;;;;;;;;;;;;;;;;;;;;;0.0204;;;;;;;;;;;;;;;;;;;0.035719;;0.000059;0.120017;;0.000178;0.000308;0.006092;;0.011055;0.00136;;
"	2015-03-29 ";242.71;;0.008498;;1.66;;;0.003046;1;;;;0.712153;;4.6;;;;;;;;;;;;0.000127;;;;;;;;;;;;;;0.006643;;;0.000144;0.000012;;;;;;;;;;;0.000012;;;;;;;;;;;;;;;;;;;;;;;;;;0.02039;;;;;;;;;;;;;;;;;;;0.031696;;0.001366;0.113804;;0.000247;0.000311;0.006429;;0.01484;0.001369;;
"	2015-03-30 ";247.53;;0.008453;;1.67;;;0.002735;1;;;;0.853188;;4.34;;;;;;;;;;;;0.000128;;;;;;;;;;;;;;0.006489;;;0.000146;0.000012;;;;;;;;;;;0.000012;;;;;;;;;;;;;;;;;;;;;;;;;;0.017169;;;;;;;;;;;;;;;;;;;0.038678;;0.001522;0.1181;;0.00028;0.000309;0.005732;;0.019054;0.001201;;
"	2015-03-31 ";244.22;;0.007772;;1.65;;;0.002816;1;;;;0.907059;;4.02;;;;;;;;;;;;0.000126;;;;;;;;;;;;;;0.006122;;;0.000138;0.000012;;;;;;;;;;;0.000012;;;;;;;;;;;;;;;;;;;;;;;;;;0.017601;;;;;;;;;;;;;;;;;;;0.032585;;0.002469;0.114839;;0.000359;0.000316;0.005734;;0.018877;0.001241;;
"	2015-04-01 ";247.27;;0.007668;;1.66;;;0.002803;1;;;;1.01;;3.83;;;;;;0.000242;;;;;;0.000128;;;;;;;;;;;;;;0.00629;;;0.000132;0.000016;;;;;;;;;;;0.000012;;;;;;;;;;;;;;;;;;;;;;;;;;0.01917;;;;;;;;;;;;;;;;;;;0.033116;;0.002853;0.114175;;0.001027;0.000303;0.005875;;0.016528;0.001138;;
"	2015-04-02 ";253.01;;0.007906;;1.68;;;0.002664;1;;;;0.96926;;4.54;;;;;;0.000314;;;;;;0.000129;;;;;;;;;;;;;;0.006082;;;0.000139;0.000014;;;;;;;;;;;0.000013;;;;;;;;;;;;;;;;;;;;;;;;;;0.018031;;;;;;;;;;;;;;;;;;;0.032201;;0.00248;0.1152;;0.000581;0.000308;0.006115;;0.018437;0.001025;;
"	2015-04-03 ";254.32;;0.00872;;1.7;;;0.002768;1;;;;0.952245;;4.36;;;;;;0.00031;;;;;;0.000129;;;;;;;;;;;;;;0.006114;;;0.00015;0.000015;;;;;;;;;;;0.000013;;;;;;;;;;;;;;;;;;;;;;;;;;0.019793;;;;;;;;;;;;;;;;;;;0.031923;;0.002973;0.116342;;0.000605;0.000305;0.004372;;0.018477;0.001012;;
"	2015-04-04 ";253.7;;0.008844;;1.69;;;0.00269;1;;;;0.85929;;4.13;;;;;;0.000277;;;;;;0.000128;;;;;;;;;;;;;;0.006053;;;0.000148;0.000015;;;;;;;;;;;0.000013;;;;;;;;;;;;;;;;;;;;;;;;;;0.019722;;;;;;;;;;;;;;;;;;;0.03254;;0.003679;0.118162;;0.000579;0.000302;0.005556;;0.013427;0.000988;;
"	2015-04-05 ";260.6;;0.008739;;1.7;;;0.002666;1;;;;0.883731;;4.17;;;;;;0.000232;;;;;;0.000127;;;;;;;;;;;;;;0.005842;;;0.000144;0.000015;;;;;;;;;;;0.000013;;;;;;;;;;;;;;;;;;;;;;;;;;0.020545;;;;;;;;;;;;;;;;;;;0.033597;;0.002865;0.120923;;0.000335;0.000316;0.005306;;0.008293;0.001068;;
"	2015-04-06 ";255.49;;0.008786;;1.69;;;0.002589;1;;;;0.789463;;4.09;;;;;;0.000289;;;;;;0.000124;;;;;;;;;;;;;;0.005665;;;0.000133;0.000016;;;;;;;;;;;0.000013;;;;;;;;;;;;;;;;;;;;;;;;;;0.020414;;;;;;;;;;;;;;;;;;;0.033218;;0.001722;0.124696;;0.000515;0.000318;0.004851;;0.013707;0.001091;;
"	2015-04-07 ";253.18;;0.009071;;1.67;;;0.00269;1;;;;0.833302;;3.78;;;;;;0.000241;;;;;;0.000122;;;;;;;;;;;;;;0.005677;;;0.000134;0.000018;;;;;;;;;;;0.000012;;;;;;;;;;;;;;;;;;;;;;;;;;0.021563;;;;;;;;;;;;;;;;;;;0.03072;;0.003242;0.138719;;0.000511;0.000338;0.004572;;0.014272;0.001099;;
"	2015-04-08 ";245.02;;0.009198;;1.63;;;0.002709;1;;;;0.755192;;3.68;;;;;;0.000228;;;;;;0.000117;;;;;;;;;;;;;;0.005638;;;0.000122;0.000023;;;;;;;;;;;0.000012;;;;;;;;;;;;;;;;;;;;;;;;;;0.021907;;;;;;;;;;;;;;;;;;;0.029106;;0.001787;0.11445;;0.000485;0.001002;0.004649;;0.016789;0.001093;;
"	2015-04-09 ";243.68;;0.00878;;1.59;;;0.002649;1;;;;0.758207;;3.42;;;;;;0.000224;;;;;;0.000117;;;;;;;;;;;;;;0.00536;;;0.000114;0.000028;;;;;;;;;;;0.000012;;;;;;;;;;;;;;;;;;;;;;;;;;0.021323;;;;;;;;;;;;;;;;;;;0.025512;;0.002855;0.116466;;0.000475;0.000319;0.005391;;0.016998;0.001016;;
"	2015-04-10 ";236.07;;0.008512;;1.53;;;0.002637;1;;;;0.800381;;3.23;;;;;;0.000175;;;;;;0.000113;;;;;;;;;;;;;;0.004802;;;0.00011;0.000028;;;;;;;;;;;0.000014;;;;;;;;;;;;;;;;;;;;;;;;;;0.021804;;;;;;;;;;;;;;;;;;;0.02551;;0.002757;0.118459;;0.00038;0.000317;0.00416;;0.015101;0.000994;;
"	2015-04-11 ";236.55;;0.0083;;1.46;;;0.00277;1;;;;0.827207;;3.33;;;;;;0.000163;;;;;;0.000114;;;;;;;;;;;;;;0.004474;;;0.000107;0.000021;;;;;;;;;;;0.000012;;;;;;;;;;;;;;;;;;;;;;;;;;0.021468;;;;;;;;;;;;;;;;;;;0.026219;;0.002583;0.130082;;0.000451;0.000306;0.004216;;0.014331;0.000977;;
"	2015-04-12 ";236.15;;0.00861;;1.46;;;0.002796;1;;;;0.800135;;3.3;;;;;;0.000146;;;;;;0.000114;;;;;;;;;;;;;;0.004523;;;0.000104;0.000019;;;;;;;;;;;0.000012;;;;;;;;;;;;;;;;;;;;;;;;;;0.022588;;;;;;;;;;;;;;;;;;;0.037262;;0.002356;0.119926;;0.000384;0.000305;0.004245;;0.013589;0.000959;;
"	2015-04-13 ";224.59;;0.008194;;1.38;;;0.002732;1;;;;0.691741;;3.21;;;;;;0.000139;;;;;;0.000106;;;;;;;;;;;;;;0.004542;;;0.00012;0.000017;;;;;;;;;;;0.000011;;;;;;;;;;;;;;;;;;;;;;;;;;0.026529;;;;;;;;;;;;;;;;;;;0.028779;;0.001178;0.116286;;0.000321;0.000295;0.004035;;0.01331;0.000954;;
"	2015-04-14 ";219.16;;0.008159;;1.38;;;0.002656;1;;;;0.656934;;3.1;;;;;;0.000153;;;;;;0.000103;;;;;;;;;;;;;;0.004441;;;0.000115;0.000016;;;;;;;;;;;0.000011;;;;;;;;;;;;;;;;;;;;;;;;;;0.024682;;;;;;;;;;;;;;;;;;;0.030185;;0.007235;0.120187;;0.00035;0.000296;0.004602;;0.010139;0.000911;;
"	2015-04-15 ";223.83;;0.007949;;1.38;;;0.002655;1;;;;0.673307;;3.02;;;;;;0.000155;;;;;;0.000105;;;;;;;;;;;;;;0.004665;;;0.000106;0.000015;;;;;;;;;;;0.000011;;;;;;;;;;;;;;;;;;;;;;;;;;0.022561;;;;;;;;;;;;;;;;;;;0.031693;;0.007206;0.114952;;0.000299;0.000295;0.005146;;0.008697;0.001083;;
"	2015-04-16 ";228.57;;0.00801;;1.42;;;0.002765;1;;;;0.678599;;3.01;;;;;;0.000163;;;;;;0.000108;;;;;;;;;;;;;;0.004857;;;0.000114;0.000016;;;;;;;;;;;0.000012;;;;;;;;;;;;;;;;;;;;;;;;;;0.024719;;;;;;;;;;;;;;;;;;;0.02987;;0.006612;0.120147;;0.0003;0.000281;0.004323;;0.010492;0.000995;;
"	2015-04-17 ";222.88;;0.008025;;1.41;;;0.002697;1;;;;0.658304;;2.83;;;;;;0.000167;;;;;;0.000107;;;;;;;;;;;;;;0.004669;;;0.000116;0.000022;;;;;;;;;;;0.000013;;;;;;;;;;;;;;;;;;;;;;;;;;0.02419;;;;;;;;;;;;;;;;;;;0.028579;;0.006417;0.123337;;0.000293;0.000274;0.00427;;0.010736;0.001089;;
"	2015-04-18 ";223.36;;0.0079;;1.41;;;0.002742;1;;;;0.694249;;2.93;;;;;;0.000141;;;;;;0.000107;;;;;;;;;;;;;;0.004791;;;0.000123;0.000024;;;;;;;;;;;0.000011;;;;;;;;;;;;;;;;;;;;;;;;;;0.024007;;;;;;;;;;;;;;;;;;;0.03175;;0.001636;0.122805;;0.000193;0.000298;0.004357;;0.013167;0.001041;;
"	2015-04-19 ";222.6;;0.007846;;1.39;;;0.002685;1;;;;0.662209;;2.8;;;;;;0.000147;;;;;;0.000106;;;;;;;;;;;;;;0.004754;;;0.000112;0.000022;;;;;;;;;;;0.000011;;;;;;;;;;;;;;;;;;;;;;;;;;0.023963;;;;;;;;;;;;;;;;;;;0.029625;;0.001702;0.119812;;0.000178;0.000314;0.004464;;0.011832;0.000977;;
"	2015-04-20 ";224.63;;0.007932;;1.41;;;0.002696;1;;;;0.678942;;2.65;;;;;;0.000133;;;;;;0.000106;;;;;;;;;;;;;;0.004681;;;0.000109;0.000026;;;;;;;;;;;0.000014;;;;;;;;;;;;;;;;;;;;;;;;;;0.022534;;;;;;;;;;;;;;;;;;;0.031845;;0.004835;0.116085;;0.00027;0.000279;0.005736;;0.01336;0.000913;;
"	2015-04-21 ";235.27;;0.007968;;1.42;;;0.002758;1;;;;0.632725;;2.89;;;;;;0.000137;;;;;;0.000111;;;;;;;;;;;;;;0.004785;;;0.000111;0.000024;;;;;;;;;;;0.000016;;;;;;;;;;;;;;;;;;;;;;;;;;0.024862;;;;;;;;;;;;;;;;;;;0.030219;;0.004933;0.117045;;0.00028;0.000308;0.006357;;0.010356;0.000836;;
"	2015-04-22 ";234.18;;0.008025;;1.45;;;0.002698;1;;;;0.576331;;3.25;;;;;;0.000138;;;;;;0.000111;;;;;;;;;;;;;;0.004693;;;0.000105;0.000026;;;;;;;;;;;0.000017;;;;;;;;;;;;;;;;;;;;;;;;;;0.023549;;;;;;;;;;;;;;;;;;;0.031282;;0.004854;0.112893;;0.000238;0.000307;0.005981;;0.011115;0.000841;;
"	2015-04-23 ";236.46;;0.008019;;1.46;;;0.002749;1;;;;0.603233;;3.63;;;;;;0.000137;;;;;;0.00011;;;;;;;;;;;;;;0.004679;;;0.000122;0.000025;;;;;;;;;;;0.000015;;;;;;;;;;;;;;;;;;;;;;;;;;0.023708;;;;;;;;;;;;;;;;;;;0.042206;;0.001538;0.117602;;0.000211;0.000281;0.005235;;0.011451;0.000891;;
"	2015-04-24 ";231.27;;0.008077;;1.42;;;0.002658;1;;;;0.569937;;3.18;;;;;;0.00015;;;;;;0.000105;;;;;;;;;;;;;;0.004602;;;0.000131;0.000025;;;;;;;;;;;0.000014;;;;;;;;;;;;;;;;;;;;;;;;;;0.023121;;;;;;;;;;;;;;;;;;;0.048678;;0.004428;0.122583;;0.000265;0.000293;0.005069;;0.011425;0.001;;
"	2015-04-25 ";226.39;;0.008291;;1.4;;;0.002657;1;;;;0.56474;;3.1;;;;;;0.00014;;;;;;0.000103;;;;;;;;;;;;;;0.004444;;;0.000118;0.000025;;;;;;;;;;;0.000018;;;;;;;;;;;;;;;;;;;;;;;;;;0.022491;;;;;;;;;;;;;;;;;;;0.047723;;0.001305;0.122662;;0.000181;0.000292;0.004493;;0.013939;0.000856;;
"	2015-04-26 ";219.43;;0.00774;;1.32;;;0.00264;1;;;;0.556385;;3.05;;;;;;0.000134;;;;;;0.0001;;;;;;;;;;;;;;0.004224;;;0.000119;0.000024;;;;;;;;;;;0.000013;;;;;;;;;;;;;;;;;;;;;;;;;;0.020997;;;;;;;;;;;;;;;;;;;0.044511;;0.001302;0.120656;;0.000221;0.000787;0.005203;;0.009428;0.00092;;
"	2015-04-27 ";229.29;;0.007765;;1.38;;;0.002692;1;;;;0.566088;;2.99;;;;;;0.000163;;;;;;0.000104;;;;;;;;;;;;;;0.004244;;;0.000122;0.000024;;;;;;;;;;;0.000014;;;;;;;;;;;;;;;;;;;;;;;;;;0.021836;;;;;;;;;;;;;;;;;;;0.04935;;0.00338;0.117991;;0.000231;0.00077;0.004724;;0.01538;0.000873;;
"	2015-04-28 ";225.85;;0.00763;;1.36;;;0.00263;1;;;;0.47931;;3.04;;;;;;0.000149;;;;;;0.000099;;;;;;;;;;;;;;0.003968;;;0.00012;0.000025;;;;;;;;;;;0.000014;;;;;;;;;;;;;;;;;;;;;;;;;;0.02105;;;;;;;;;;;;;;;;;;;0.076304;;0.001342;0.114239;;0.000228;0.000283;0.004917;;0.008568;0.000865;;
"	2015-04-29 ";225.81;;0.007863;;1.36;;;0.002575;1;;;;0.491526;;2.97;;;;;;0.000147;;;;;;0.000098;;;;;;;;;;;;;;0.003479;;;0.000117;0.000026;;;;;;;;;;;0.000014;;;;;;;;;;;;;;;;;;;;;;;;;;0.021715;;;;;;;;;;;;;;;;;;;0.066096;;0.001329;0.115422;;0.000228;0.000285;0.004501;;0.008054;0.000903;;
"	2015-04-30 ";236.15;;0.008029;;1.44;;;0.002732;1;;;;0.501179;;2.97;;;;;;0.000157;;;;;;0.000103;;;;;;;;;;;;;;0.003511;;;0.000121;0.000027;;;;;;;;;;;0.000014;;;;;;;;;;;;;;;;;;;;;;;;;;0.023004;;;;;;;;;;;;;;;;;;;0.070768;;0.001333;0.108549;;0.000239;0.000912;0.004758;;0.00804;0.000847;;
"	2015-05-01 ";232.08;;0.008018;;1.41;;;0.002647;1;;;;0.499998;;2.74;;;;;;0.000156;;;;;;0.000098;;;;;;;;;;;;;;0.003492;;;0.000118;0.000027;;;;;;;;;;;0.000014;;;;;;;;;;;;;;;;;;;;;;;;;;0.023447;;;;;;;;;;;;;;;;;;;0.082832;;0.001111;0.101778;;0.000221;0.000903;0.005493;;0.011847;0.000942;;
"	2015-05-02 ";234.93;;0.008037;;1.42;;;0.002696;1;;;;0.497577;;2.75;;;;;;0.000155;;;;;;0.000097;;;;;;;;;;;;;;0.003646;;;0.00012;0.000027;;;;;;;;;;;0.000015;;;;;;;;;;;;;;;;;;;;;;;;;;0.020972;;;;;;;;;;;;;;;;;;;0.086828;;0.00142;0.117942;;0.000191;0.000339;0.004975;;0.007074;0.000821;;
"	2015-05-03 ";240.36;;0.008055;;1.43;;;0.002677;1;;;;0.499079;;2.7;;;;;;0.000149;;;;;;0.00009;;;;;;;;;;;;;;0.003707;;;0.00012;0.000027;;;;;;;;;;;0.000014;;;;;;;;;;;;;;;;;;;;;;;;;;0.023259;;;;;;;;;;;;;;;;;;;0.091122;;0.002366;0.132242;;0.000193;0.001158;0.005686;;0.007606;0.000831;;
"	2015-05-04 ";239.02;;0.008017;;1.41;;;0.003021;1;;;;0.467889;;2.88;;;;;;0.000151;;;;;;0.000089;;;;;;;;;;;;;;0.003332;;;0.000112;0.000026;;;;;;;;;;;0.000014;;;;;;;;;;;;;;;;;;;;;;;;;;0.022935;;;;;;;;;;;;;;;;;;;0.095419;;0.002362;0.149646;;0.000189;0.001175;0.005349;;0.009513;0.000844;;
"	2015-05-05 ";236.12;;0.00791;;1.41;;;0.002691;1;;;;0.471166;;2.85;;;;;;0.000141;;;;;;0.000089;;;;;;;;;;;;;;0.003258;;;0.000113;0.000026;;;;;;;;;;;0.000012;;;;;;;;;;;;;;;;;;;;;;;;;;0.022;;;;;;;;;;;;;;;;;;;0.087115;;0.003141;0.151683;;0.000183;0.000311;0.00591;;0.009053;0.000837;;
"	2015-05-06 ";229.78;;0.007782;;1.39;;;0.002757;1;;;;0.458257;;2.82;;;;;;0.000143;;;;;;0.000087;;;;;;;;;;;;;;0.003314;;;0.000116;0.000024;;;;;;;;;;;0.000013;;;;;;;;;;;;;;;;;;;;;;;;;;0.020825;;;;;;;;;;;;;;;;;;;0.092337;;0.002845;0.144842;;0.000172;0.001262;0.005067;;0.011762;0.000897;;
